[2023-05-06 00:00:00] ID: 8473, Role: db-user, Search Type: keyword, Tag: 'carousingly althorn unjoyous korec', Result Count: 7, Duration: 1.43s
[2022-12-23 00:00:00] ID: 2623, Role: admin, Search Type: hybrid, Tag: 'lymphosarcomatosis', Result Count: 23, Duration: 1.7s
[2024-08-21 00:00:00] ID: 6508, Role: api-user, Search Type: keyword, Tag: 'unarbitrated', Result Count: 3, Duration: 3.67s
[2023-09-05 00:00:00] ID: 8484, Role: api-user, Search Type: hybrid, Tag: 'kidling alloxyproteic coky', Result Count: 17, Duration: 3.77s
[2022-09-06 00:00:00] ID: 8536, Role: api-user, Search Type: hybrid, Tag: 'hearted unraffled resupervise', Result Count: 3, Duration: 3.54s
[2022-07-04 00:00:00] ID: 7562, Role: admin, Search Type: keyword, Tag: 'dhamnoo styptic probationerhood', Result Count: 8, Duration: 0.67s
[2023-11-24 00:00:00] ID: 6639, Role: db-user, Search Type: hybrid, Tag: 'Bodleian haymow interdictory', Result Count: 24, Duration: 3.82s
[2023-08-03 00:00:00] ID: 1292, Role: api-user, Search Type: keyword, Tag: 'corsair bod mainpin', Result Count: 14, Duration: 3.87s
[2023-09-01 00:00:00] ID: 4097, Role: db-user, Search Type: hybrid, Tag: 'Centrales', Result Count: 4, Duration: 2.5s
[2022-05-02 00:00:00] ID: 9339, Role: end-user, Search Type: hybrid, Tag: 'encephalous Periplaneta roosa Dutchman', Result Count: 15, Duration: 4.48s
[2022-05-17 00:00:00] ID: 9198, Role: end-user, Search Type: hybrid, Tag: 'uncrusted', Result Count: 25, Duration: 0.7s
[2024-09-20 00:00:00] ID: 8165, Role: end-user, Search Type: hybrid, Tag: 'intenable tomentose', Result Count: 29, Duration: 3.4s
[2024-07-19 00:00:00] ID: 7194, Role: db-user, Search Type: keyword, Tag: 'hepatopathy lockjaw', Result Count: 23, Duration: 3.71s
[2022-02-26 00:00:00] ID: 8476, Role: admin, Search Type: hybrid, Tag: 'noontide relet pledger turrigerous', Result Count: 14, Duration: 0.61s
[2023-04-26 00:00:00] ID: 2918, Role: end-user, Search Type: hybrid, Tag: 'meteorologic couscousou Wanyamwezi', Result Count: 5, Duration: 1.51s
[2022-12-07 00:00:00] ID: 6129, Role: api-user, Search Type: hybrid, Tag: 'Lutheranism trichocephaliasis', Result Count: 28, Duration: 3.69s
[2023-08-05 00:00:00] ID: 8580, Role: db-user, Search Type: keyword, Tag: 'groset capitelliform ricinus', Result Count: 11, Duration: 2.96s
[2023-04-16 00:00:00] ID: 5281, Role: api-user, Search Type: keyword, Tag: 'postgenial exarticulation', Result Count: 26, Duration: 0.81s
[2022-02-09 00:00:00] ID: 3498, Role: db-user, Search Type: hybrid, Tag: 'describability radio pharos dupion', Result Count: 27, Duration: 2.64s
[2022-12-17 00:00:00] ID: 4331, Role: admin, Search Type: keyword, Tag: 'Bardesanist lakism irreceptivity pericopal', Result Count: 12, Duration: 2.04s
[2023-01-30 00:00:00] ID: 5407, Role: admin, Search Type: keyword, Tag: 'godmaking Chlamydobacteriaceae', Result Count: 8, Duration: 2.79s
[2022-05-02 00:00:00] ID: 3472, Role: api-user, Search Type: hybrid, Tag: 'algophobia muniment riches', Result Count: 22, Duration: 1.42s
[2022-10-07 00:00:00] ID: 1763, Role: db-user, Search Type: hybrid, Tag: 'retroflexed superperfection', Result Count: 11, Duration: 3.48s
[2023-11-21 00:00:00] ID: 3246, Role: admin, Search Type: keyword, Tag: 'overmerry speer', Result Count: 5, Duration: 4.37s
[2024-04-03 00:00:00] ID: 1295, Role: admin, Search Type: keyword, Tag: 'ovigerous Goidelic disband', Result Count: 17, Duration: 3.06s
[2022-04-25 00:00:00] ID: 9080, Role: db-user, Search Type: keyword, Tag: 'postcardinal potch subsidizer petrosiliceous', Result Count: 6, Duration: 2.46s
[2022-04-06 00:00:00] ID: 8407, Role: api-user, Search Type: hybrid, Tag: 'Cenchrus psychopannychism Finnic emma', Result Count: 16, Duration: 1.64s
[2024-12-04 00:00:00] ID: 7832, Role: end-user, Search Type: keyword, Tag: 'celiorrhea stauroscopically marginelliform infratubal', Result Count: 3, Duration: 2.84s
[2024-09-16 00:00:00] ID: 5734, Role: admin, Search Type: keyword, Tag: 'cigar', Result Count: 18, Duration: 3.35s
[2022-06-03 00:00:00] ID: 1359, Role: end-user, Search Type: hybrid, Tag: 'ichneumonid', Result Count: 8, Duration: 4.23s
[2023-09-18 00:00:00] ID: 5168, Role: api-user, Search Type: keyword, Tag: 'hookedwise malaxerman', Result Count: 27, Duration: 2.41s
[2023-12-20 00:00:00] ID: 5075, Role: admin, Search Type: hybrid, Tag: 'lithoglyphic', Result Count: 16, Duration: 3.85s
[2023-09-08 00:00:00] ID: 5633, Role: api-user, Search Type: hybrid, Tag: 'trilithic supine preobserve coppiced', Result Count: 13, Duration: 0.71s
[2023-07-21 00:00:00] ID: 5415, Role: admin, Search Type: keyword, Tag: 'amblygeusia blade roadtrack', Result Count: 16, Duration: 4.55s
[2023-11-15 00:00:00] ID: 6338, Role: db-user, Search Type: keyword, Tag: 'dasypodoid tasheriff semiputrid punitional', Result Count: 22, Duration: 4.24s
[2023-09-28 00:00:00] ID: 8935, Role: end-user, Search Type: keyword, Tag: 'alrighty', Result Count: 3, Duration: 2.66s
[2023-10-28 00:00:00] ID: 6127, Role: db-user, Search Type: hybrid, Tag: 'unmeltableness Campodeidae bagel colossean', Result Count: 17, Duration: 3.51s
[2022-04-14 00:00:00] ID: 5821, Role: api-user, Search Type: hybrid, Tag: 'forensically unroted', Result Count: 11, Duration: 2.83s
[2022-03-30 00:00:00] ID: 6760, Role: db-user, Search Type: keyword, Tag: 'tyrannously strategical reaeration', Result Count: 24, Duration: 3.38s
[2024-10-14 00:00:00] ID: 7692, Role: db-user, Search Type: hybrid, Tag: 'chalutzim sectwise unexperienced', Result Count: 19, Duration: 1.07s
[2024-11-28 00:00:00] ID: 6875, Role: api-user, Search Type: hybrid, Tag: 'sabaigrass dialin goetia acranial', Result Count: 6, Duration: 3.84s
[2024-12-22 00:00:00] ID: 9955, Role: end-user, Search Type: keyword, Tag: 'usurpative', Result Count: 17, Duration: 1.36s
[2024-10-06 00:00:00] ID: 7544, Role: api-user, Search Type: hybrid, Tag: 'vertebromammary rubification driftingly', Result Count: 5, Duration: 4.6s
[2022-11-09 00:00:00] ID: 1819, Role: db-user, Search Type: keyword, Tag: 'ventricose yeoman cerebroganglion groundmass', Result Count: 6, Duration: 1.31s
[2024-12-14 00:00:00] ID: 9048, Role: end-user, Search Type: keyword, Tag: 'reapprehension haoma biaxiality', Result Count: 27, Duration: 3.43s
[2023-10-10 00:00:00] ID: 7669, Role: api-user, Search Type: hybrid, Tag: 'unusuality countercondemnation', Result Count: 27, Duration: 2.93s
[2024-04-10 00:00:00] ID: 7817, Role: db-user, Search Type: hybrid, Tag: 'palateless', Result Count: 13, Duration: 1.78s
[2024-12-28 00:00:00] ID: 8538, Role: api-user, Search Type: keyword, Tag: 'octavalent interrupt', Result Count: 4, Duration: 2.92s
[2022-04-15 00:00:00] ID: 5645, Role: api-user, Search Type: hybrid, Tag: 'outgoing exporter landgraviate', Result Count: 27, Duration: 4.4s
[2024-07-27 00:00:00] ID: 9541, Role: api-user, Search Type: keyword, Tag: 'strid simnel', Result Count: 16, Duration: 1.63s
[2023-10-06 00:00:00] ID: 8049, Role: admin, Search Type: hybrid, Tag: 'praetorial nonendemic representer wonning', Result Count: 13, Duration: 0.98s
[2024-12-19 00:00:00] ID: 8912, Role: end-user, Search Type: hybrid, Tag: 'protoamphibian', Result Count: 19, Duration: 3.28s
[2023-04-22 00:00:00] ID: 1617, Role: admin, Search Type: keyword, Tag: 'Hyperoartia', Result Count: 20, Duration: 1.45s
[2023-12-01 00:00:00] ID: 1030, Role: db-user, Search Type: keyword, Tag: 'scroll', Result Count: 21, Duration: 2.55s
[2023-04-08 00:00:00] ID: 7408, Role: db-user, Search Type: keyword, Tag: 'prediscontinuation threadlet unpacifiedness', Result Count: 16, Duration: 4.69s
[2024-09-10 00:00:00] ID: 7661, Role: db-user, Search Type: hybrid, Tag: 'fleadock', Result Count: 7, Duration: 3.46s
[2024-11-08 00:00:00] ID: 3632, Role: db-user, Search Type: hybrid, Tag: 'rewarding', Result Count: 24, Duration: 3.97s
[2023-10-21 00:00:00] ID: 3290, Role: db-user, Search Type: hybrid, Tag: 'macrocosmology', Result Count: 26, Duration: 3.35s
[2022-09-01 00:00:00] ID: 5499, Role: api-user, Search Type: keyword, Tag: 'dealable Diaguite', Result Count: 10, Duration: 4.44s
[2023-03-26 00:00:00] ID: 8519, Role: end-user, Search Type: keyword, Tag: 'thunder Cantharellus', Result Count: 19, Duration: 3.74s
[2023-05-16 00:00:00] ID: 1165, Role: admin, Search Type: keyword, Tag: 'straightener Gryphosaurus enviable contrahent', Result Count: 13, Duration: 2.11s
[2022-11-12 00:00:00] ID: 9522, Role: db-user, Search Type: hybrid, Tag: 'endoss laical', Result Count: 10, Duration: 4.9s
[2024-12-13 00:00:00] ID: 5814, Role: api-user, Search Type: keyword, Tag: 'nodi testicardine', Result Count: 9, Duration: 1.49s
[2024-07-18 00:00:00] ID: 3335, Role: api-user, Search Type: keyword, Tag: 'penetralian porrection', Result Count: 17, Duration: 0.77s
[2023-09-26 00:00:00] ID: 3802, Role: admin, Search Type: hybrid, Tag: 'indorsation unfreezing udalman', Result Count: 20, Duration: 2.48s
[2023-10-09 00:00:00] ID: 1338, Role: api-user, Search Type: hybrid, Tag: 'claimable vitrail roodstone', Result Count: 26, Duration: 3.53s
[2023-11-22 00:00:00] ID: 7311, Role: end-user, Search Type: hybrid, Tag: 'semigovernmental took Wilkinson', Result Count: 3, Duration: 2.42s
[2022-08-27 00:00:00] ID: 3329, Role: admin, Search Type: hybrid, Tag: 'quisquous', Result Count: 16, Duration: 4.28s
[2023-11-06 00:00:00] ID: 3380, Role: end-user, Search Type: keyword, Tag: 'Machilis effluence landladydom boggish', Result Count: 8, Duration: 4.33s
[2023-09-06 00:00:00] ID: 1821, Role: api-user, Search Type: keyword, Tag: 'tapis auxiliary buildress', Result Count: 7, Duration: 1.27s
[2024-03-10 00:00:00] ID: 6467, Role: api-user, Search Type: keyword, Tag: 'photoactive Iphimedia Strigidae', Result Count: 18, Duration: 4.75s
[2023-04-04 00:00:00] ID: 3057, Role: end-user, Search Type: keyword, Tag: 'orbiculately', Result Count: 3, Duration: 3.49s
[2024-01-14 00:00:00] ID: 6139, Role: db-user, Search Type: keyword, Tag: 'Ardeae mistakeproof pastel unsped', Result Count: 26, Duration: 3.05s
[2023-03-17 00:00:00] ID: 4094, Role: admin, Search Type: keyword, Tag: 'copycat lecker gnomological thoracostenosis', Result Count: 28, Duration: 3.41s
[2023-02-20 00:00:00] ID: 9247, Role: end-user, Search Type: hybrid, Tag: 'embryoctonic Manchestrian aurobromide Chola', Result Count: 3, Duration: 2.51s
[2022-09-26 00:00:00] ID: 3714, Role: db-user, Search Type: hybrid, Tag: 'palule mortal Vilela prodefault', Result Count: 5, Duration: 2.61s
[2022-04-01 00:00:00] ID: 5211, Role: api-user, Search Type: keyword, Tag: 'unmeritedness micromesentery', Result Count: 16, Duration: 1.46s
[2024-12-11 00:00:00] ID: 3021, Role: db-user, Search Type: hybrid, Tag: 'massula renter ablest configurationism', Result Count: 16, Duration: 4.87s
[2023-11-22 00:00:00] ID: 8516, Role: db-user, Search Type: hybrid, Tag: 'Platonicalness', Result Count: 9, Duration: 1.29s
[2024-05-13 00:00:00] ID: 4193, Role: admin, Search Type: keyword, Tag: 'histrion aquapuncture eutrophy', Result Count: 18, Duration: 2.81s
[2024-07-30 00:00:00] ID: 5459, Role: end-user, Search Type: keyword, Tag: 'blockhead townfolk sulphurea', Result Count: 17, Duration: 4.81s
[2024-09-03 00:00:00] ID: 4064, Role: end-user, Search Type: hybrid, Tag: 'gaulter Libyan', Result Count: 15, Duration: 4.81s
[2022-11-27 00:00:00] ID: 1343, Role: api-user, Search Type: hybrid, Tag: 'chaology', Result Count: 26, Duration: 2.49s
[2022-02-13 00:00:00] ID: 1305, Role: db-user, Search Type: hybrid, Tag: 'intercurrent afterbirth leucoindigotin arecaidine', Result Count: 29, Duration: 3.65s
[2022-05-18 00:00:00] ID: 8449, Role: api-user, Search Type: hybrid, Tag: 'kneepan antireligious', Result Count: 19, Duration: 2.85s
[2023-10-17 00:00:00] ID: 1732, Role: end-user, Search Type: keyword, Tag: 'heartland sauntering', Result Count: 10, Duration: 3.85s
[2024-06-12 00:00:00] ID: 9139, Role: admin, Search Type: hybrid, Tag: 'uteropexy', Result Count: 26, Duration: 3.52s
[2023-04-09 00:00:00] ID: 2427, Role: api-user, Search Type: hybrid, Tag: 'cost Martinist whaling postscriptum', Result Count: 22, Duration: 3.33s
[2023-11-23 00:00:00] ID: 3582, Role: db-user, Search Type: keyword, Tag: 'unquieted poh campagnol pennon', Result Count: 13, Duration: 1.35s
[2022-05-30 00:00:00] ID: 7390, Role: end-user, Search Type: keyword, Tag: 'ultrafeudal', Result Count: 14, Duration: 4.82s
[2023-05-19 00:00:00] ID: 9525, Role: end-user, Search Type: keyword, Tag: 'foyboat rheumed photostereograph', Result Count: 17, Duration: 2.85s
[2023-08-07 00:00:00] ID: 1832, Role: db-user, Search Type: keyword, Tag: 'preludize inseer', Result Count: 28, Duration: 1.22s
[2023-11-07 00:00:00] ID: 4675, Role: admin, Search Type: keyword, Tag: 'laciniation', Result Count: 26, Duration: 2.48s
[2023-05-09 00:00:00] ID: 3838, Role: db-user, Search Type: keyword, Tag: 'lithochromatographic Acephala preagony', Result Count: 11, Duration: 1.36s
[2022-04-14 00:00:00] ID: 7613, Role: db-user, Search Type: hybrid, Tag: 'Antonina Comnenian', Result Count: 6, Duration: 3.62s
[2022-09-27 00:00:00] ID: 5479, Role: end-user, Search Type: hybrid, Tag: 'phascaceous pietistic', Result Count: 9, Duration: 4.38s
[2022-12-14 00:00:00] ID: 5531, Role: end-user, Search Type: hybrid, Tag: 'redip upgo project zoometric', Result Count: 10, Duration: 4.69s
[2023-12-30 00:00:00] ID: 3379, Role: end-user, Search Type: keyword, Tag: 'pervert', Result Count: 23, Duration: 2.61s
[2023-06-09 00:00:00] ID: 4244, Role: end-user, Search Type: keyword, Tag: 'arx Hecatean', Result Count: 21, Duration: 2.51s
[2024-04-08 00:00:00] ID: 7566, Role: admin, Search Type: hybrid, Tag: 'edifyingness bharal bewest pseudobulbous', Result Count: 27, Duration: 2.17s
[2022-07-04 00:00:00] ID: 7895, Role: end-user, Search Type: keyword, Tag: 'reshelve thrushlike autoinfection', Result Count: 25, Duration: 3.59s
[2022-10-27 00:00:00] ID: 9628, Role: end-user, Search Type: keyword, Tag: 'quaternionic tetrazin', Result Count: 9, Duration: 2.23s
[2023-04-26 00:00:00] ID: 3435, Role: admin, Search Type: keyword, Tag: 'mitrate bacteriotherapeutic unbaste Pyrrhonic', Result Count: 25, Duration: 3.91s
[2024-07-14 00:00:00] ID: 2168, Role: api-user, Search Type: hybrid, Tag: 'bylaw ornithologist electroharmonic', Result Count: 19, Duration: 4.95s
[2022-07-17 00:00:00] ID: 8442, Role: db-user, Search Type: hybrid, Tag: 'unsilly', Result Count: 25, Duration: 4.71s
[2023-02-06 00:00:00] ID: 9915, Role: db-user, Search Type: keyword, Tag: 'antenoon reflame trepid', Result Count: 25, Duration: 1.56s
[2022-06-26 00:00:00] ID: 2949, Role: api-user, Search Type: hybrid, Tag: 'guarapucu girasol nuciferous', Result Count: 16, Duration: 4.57s
[2023-09-24 00:00:00] ID: 4717, Role: api-user, Search Type: hybrid, Tag: 'electrotherapeutic talc Eustace talayot', Result Count: 28, Duration: 2.1s
[2024-11-03 00:00:00] ID: 4954, Role: admin, Search Type: keyword, Tag: 'oversour', Result Count: 7, Duration: 0.96s
[2023-03-17 00:00:00] ID: 6962, Role: admin, Search Type: hybrid, Tag: 'sixpence transversocubital ataxy', Result Count: 23, Duration: 0.92s
[2024-02-07 00:00:00] ID: 8090, Role: db-user, Search Type: keyword, Tag: 'mallow', Result Count: 6, Duration: 2.73s
[2022-04-07 00:00:00] ID: 3930, Role: end-user, Search Type: hybrid, Tag: 'werewolfish unrestable Aeschylean', Result Count: 11, Duration: 3.1s
[2024-01-19 00:00:00] ID: 9426, Role: api-user, Search Type: keyword, Tag: 'unmouthed ungaro', Result Count: 22, Duration: 4.46s
[2024-04-26 00:00:00] ID: 9822, Role: end-user, Search Type: keyword, Tag: 'tutworkman hizz forbiddal', Result Count: 1, Duration: 2.37s
[2022-08-20 00:00:00] ID: 9965, Role: api-user, Search Type: hybrid, Tag: 'unbehoveful adenopodous sok', Result Count: 21, Duration: 2.94s
[2023-12-06 00:00:00] ID: 4263, Role: db-user, Search Type: keyword, Tag: 'cockawee ruberythric shaw irrational', Result Count: 8, Duration: 1.02s
[2024-07-22 00:00:00] ID: 3153, Role: db-user, Search Type: hybrid, Tag: 'whorelike scutelliplantation myelonic', Result Count: 21, Duration: 1.93s
[2023-07-13 00:00:00] ID: 2623, Role: db-user, Search Type: hybrid, Tag: 'orbitar Eocene slipstep', Result Count: 1, Duration: 1.85s
[2022-08-06 00:00:00] ID: 2192, Role: db-user, Search Type: hybrid, Tag: 'spadiceous seldomer', Result Count: 7, Duration: 2.97s
[2023-10-04 00:00:00] ID: 8049, Role: db-user, Search Type: keyword, Tag: 'nonfigurative barterer', Result Count: 1, Duration: 3.86s
[2024-02-01 00:00:00] ID: 9930, Role: admin, Search Type: keyword, Tag: 'undamn', Result Count: 29, Duration: 4.04s
[2024-06-10 00:00:00] ID: 9086, Role: api-user, Search Type: keyword, Tag: 'brigbote', Result Count: 17, Duration: 0.76s
[2022-09-02 00:00:00] ID: 7545, Role: api-user, Search Type: hybrid, Tag: 'Amphicarpa', Result Count: 23, Duration: 4.32s
[2022-07-21 00:00:00] ID: 3062, Role: db-user, Search Type: hybrid, Tag: 'alarmingly planoorbicular Cestodaria rheadine', Result Count: 22, Duration: 2.62s
[2023-02-18 00:00:00] ID: 7025, Role: end-user, Search Type: keyword, Tag: 'prayerful', Result Count: 28, Duration: 2.17s
[2024-04-10 00:00:00] ID: 2522, Role: end-user, Search Type: keyword, Tag: 'Asaphic unoiled', Result Count: 6, Duration: 4.64s
[2022-03-16 00:00:00] ID: 6805, Role: api-user, Search Type: hybrid, Tag: 'unrepent intransmutable', Result Count: 2, Duration: 1.37s
[2024-03-17 00:00:00] ID: 3462, Role: db-user, Search Type: keyword, Tag: 'hypohidrosis souple', Result Count: 9, Duration: 3.46s
[2022-04-04 00:00:00] ID: 3159, Role: db-user, Search Type: hybrid, Tag: 'ungrand apogamously tasseler', Result Count: 22, Duration: 2.19s
[2022-08-31 00:00:00] ID: 7307, Role: end-user, Search Type: keyword, Tag: 'rebateable octuply nervulose bianisidine', Result Count: 21, Duration: 3.23s
[2023-12-17 00:00:00] ID: 7397, Role: admin, Search Type: hybrid, Tag: 'descale downflow', Result Count: 7, Duration: 1.68s
[2024-10-17 00:00:00] ID: 6323, Role: admin, Search Type: hybrid, Tag: 'acetamide scaurie', Result Count: 29, Duration: 2.35s
[2024-11-09 00:00:00] ID: 4199, Role: api-user, Search Type: hybrid, Tag: 'preregulate calculatingly', Result Count: 29, Duration: 3.9s
[2023-10-15 00:00:00] ID: 8087, Role: db-user, Search Type: keyword, Tag: 'blanked', Result Count: 6, Duration: 0.96s
[2022-08-26 00:00:00] ID: 9491, Role: db-user, Search Type: hybrid, Tag: 'condenser superalbal triethylamine', Result Count: 5, Duration: 4.73s
[2024-04-08 00:00:00] ID: 8829, Role: db-user, Search Type: keyword, Tag: 'unfathomed', Result Count: 19, Duration: 2.78s
[2024-02-06 00:00:00] ID: 6657, Role: end-user, Search Type: keyword, Tag: 'mesentoderm', Result Count: 22, Duration: 0.65s
[2022-02-05 00:00:00] ID: 6362, Role: admin, Search Type: keyword, Tag: 'semimute sulfureousness satellitoid', Result Count: 8, Duration: 4.87s
[2023-07-28 00:00:00] ID: 7918, Role: db-user, Search Type: hybrid, Tag: 'subcontinent crowstepped coontail', Result Count: 18, Duration: 2.38s
[2024-06-07 00:00:00] ID: 4062, Role: admin, Search Type: hybrid, Tag: 'diploplacula kittysol', Result Count: 2, Duration: 3.64s
[2024-06-23 00:00:00] ID: 5735, Role: admin, Search Type: hybrid, Tag: 'spawny', Result Count: 10, Duration: 1.89s
[2022-12-05 00:00:00] ID: 6424, Role: api-user, Search Type: keyword, Tag: 'scantling wouch', Result Count: 1, Duration: 3.32s
[2022-10-14 00:00:00] ID: 9201, Role: api-user, Search Type: hybrid, Tag: 'dismayful', Result Count: 5, Duration: 2.42s
[2023-10-11 00:00:00] ID: 8411, Role: end-user, Search Type: hybrid, Tag: 'interantagonism haruspication monotremal', Result Count: 5, Duration: 2.79s
[2022-06-23 00:00:00] ID: 2264, Role: db-user, Search Type: hybrid, Tag: 'sluggardliness spectrohelioscope', Result Count: 28, Duration: 3.76s
[2022-02-12 00:00:00] ID: 4843, Role: db-user, Search Type: keyword, Tag: 'unconsolably uplick Galla', Result Count: 3, Duration: 3.27s
[2022-04-26 00:00:00] ID: 1439, Role: db-user, Search Type: hybrid, Tag: 'dramatical surveyance spiritualist acrostic', Result Count: 13, Duration: 4.34s
[2022-08-30 00:00:00] ID: 5192, Role: admin, Search Type: hybrid, Tag: 'upsteal nautic disappearing quackishly', Result Count: 24, Duration: 0.95s
[2023-06-01 00:00:00] ID: 7898, Role: admin, Search Type: keyword, Tag: 'rippet Cladodontidae ablush', Result Count: 16, Duration: 1.8s
[2022-01-29 00:00:00] ID: 6007, Role: api-user, Search Type: keyword, Tag: 'interiority robustness blamable', Result Count: 21, Duration: 4.51s
[2023-12-20 00:00:00] ID: 7542, Role: end-user, Search Type: hybrid, Tag: 'Sjouke Crepis sagaciousness uncasque', Result Count: 21, Duration: 3.22s
[2023-12-10 00:00:00] ID: 6793, Role: api-user, Search Type: hybrid, Tag: 'marsh pensility warmable', Result Count: 17, Duration: 4.83s
[2022-05-26 00:00:00] ID: 4567, Role: db-user, Search Type: keyword, Tag: 'Mazatec', Result Count: 11, Duration: 0.94s
[2023-05-17 00:00:00] ID: 1022, Role: admin, Search Type: hybrid, Tag: 'ungenialness Deidesheimer Nocardia', Result Count: 16, Duration: 3.93s
[2022-02-23 00:00:00] ID: 5905, Role: api-user, Search Type: keyword, Tag: 'oxyluciferin bubblingly slaveowner trashrack', Result Count: 27, Duration: 4.64s
[2022-04-06 00:00:00] ID: 1996, Role: end-user, Search Type: keyword, Tag: 'supportableness', Result Count: 13, Duration: 3.46s
[2022-10-07 00:00:00] ID: 4222, Role: api-user, Search Type: keyword, Tag: 'nonselective spin chronobarometer', Result Count: 24, Duration: 1.89s
[2022-12-22 00:00:00] ID: 3052, Role: db-user, Search Type: keyword, Tag: 'bloomingness wandlike', Result Count: 29, Duration: 2.53s
[2022-06-10 00:00:00] ID: 6903, Role: end-user, Search Type: hybrid, Tag: 'epupillate furthermost', Result Count: 7, Duration: 1.23s
[2024-05-24 00:00:00] ID: 9183, Role: admin, Search Type: hybrid, Tag: 'Tarazed heredolues tattlingly', Result Count: 19, Duration: 4.01s
[2023-07-11 00:00:00] ID: 1070, Role: db-user, Search Type: keyword, Tag: 'thrift psalmless gnatter repletively', Result Count: 25, Duration: 3.18s
[2022-01-06 00:00:00] ID: 3562, Role: db-user, Search Type: hybrid, Tag: 'celialgia scoundrelship Syriacism sanguiniferous', Result Count: 20, Duration: 1.27s
[2023-09-23 00:00:00] ID: 9932, Role: end-user, Search Type: hybrid, Tag: 'proclaim limetta reballast', Result Count: 5, Duration: 3.8s
[2024-06-28 00:00:00] ID: 8597, Role: end-user, Search Type: hybrid, Tag: 'boastless', Result Count: 12, Duration: 4.54s
[2022-01-04 00:00:00] ID: 4030, Role: api-user, Search Type: hybrid, Tag: 'Druse', Result Count: 15, Duration: 1.49s
[2023-07-08 00:00:00] ID: 8962, Role: admin, Search Type: hybrid, Tag: 'poophytic nete sheugh sozin', Result Count: 9, Duration: 2.12s
[2023-10-04 00:00:00] ID: 7001, Role: end-user, Search Type: keyword, Tag: 'sapotaceous', Result Count: 3, Duration: 1.95s
[2022-12-16 00:00:00] ID: 1951, Role: api-user, Search Type: hybrid, Tag: 'unnoted piperonyl trisylabic hayfork', Result Count: 15, Duration: 3.88s
[2024-06-01 00:00:00] ID: 8531, Role: api-user, Search Type: keyword, Tag: 'reciprocity', Result Count: 20, Duration: 2.51s
[2024-02-21 00:00:00] ID: 6499, Role: end-user, Search Type: keyword, Tag: 'appealingly nonsaturation semiseverity', Result Count: 8, Duration: 4.16s
[2023-09-08 00:00:00] ID: 6315, Role: end-user, Search Type: hybrid, Tag: 'alluvial', Result Count: 19, Duration: 1.18s
[2022-04-29 00:00:00] ID: 8108, Role: admin, Search Type: keyword, Tag: 'spodogenic Chernomorish horrormonger redresser', Result Count: 19, Duration: 2.81s
[2024-02-11 00:00:00] ID: 2422, Role: end-user, Search Type: hybrid, Tag: 'gynics', Result Count: 6, Duration: 0.51s
[2024-12-22 00:00:00] ID: 6379, Role: admin, Search Type: keyword, Tag: 'bigeminum', Result Count: 16, Duration: 4.48s
[2022-04-07 00:00:00] ID: 4650, Role: end-user, Search Type: hybrid, Tag: 'focus beggar renown', Result Count: 4, Duration: 1.97s
[2024-07-01 00:00:00] ID: 3149, Role: admin, Search Type: keyword, Tag: 'bromometrical surflike glabellum', Result Count: 26, Duration: 0.88s
[2022-03-17 00:00:00] ID: 2947, Role: admin, Search Type: keyword, Tag: 'superinfusion unennobled pseudophenanthrene', Result Count: 28, Duration: 4.9s
[2023-09-27 00:00:00] ID: 4939, Role: admin, Search Type: keyword, Tag: 'photologist challengeful outblunder', Result Count: 10, Duration: 3.46s
[2023-06-10 00:00:00] ID: 6924, Role: db-user, Search Type: keyword, Tag: 'Jam olivenite Xanthomelanoi', Result Count: 17, Duration: 3.0s
[2022-03-26 00:00:00] ID: 1300, Role: admin, Search Type: keyword, Tag: 'hewettite conger overproportionately', Result Count: 5, Duration: 2.5s
[2022-02-25 00:00:00] ID: 8328, Role: admin, Search Type: keyword, Tag: 'internuncial popover', Result Count: 7, Duration: 2.96s
[2022-08-09 00:00:00] ID: 5180, Role: admin, Search Type: hybrid, Tag: 'plumeopicean ignitive karagan', Result Count: 14, Duration: 2.21s
[2022-10-08 00:00:00] ID: 2552, Role: admin, Search Type: hybrid, Tag: 'geckotoid', Result Count: 16, Duration: 4.99s
[2023-10-04 00:00:00] ID: 8976, Role: api-user, Search Type: hybrid, Tag: 'reconcilement aquotization noisomely', Result Count: 5, Duration: 0.5s
[2023-01-29 00:00:00] ID: 2148, Role: db-user, Search Type: hybrid, Tag: 'diagrammatical tautomery atlas', Result Count: 27, Duration: 2.91s
[2022-10-06 00:00:00] ID: 8571, Role: admin, Search Type: keyword, Tag: 'aheap trichauxis cyclohexene', Result Count: 21, Duration: 4.7s
[2023-03-26 00:00:00] ID: 1343, Role: api-user, Search Type: hybrid, Tag: 'gemlike petrolific explicitness pneumonocele', Result Count: 25, Duration: 4.64s
[2023-05-21 00:00:00] ID: 7451, Role: api-user, Search Type: keyword, Tag: 'microcoria', Result Count: 18, Duration: 4.68s
[2023-11-09 00:00:00] ID: 4879, Role: api-user, Search Type: keyword, Tag: 'parquet', Result Count: 17, Duration: 1.05s
[2024-10-01 00:00:00] ID: 6395, Role: api-user, Search Type: hybrid, Tag: 'sonorescence nacry thutter oversystematically', Result Count: 11, Duration: 0.89s
[2024-04-05 00:00:00] ID: 1557, Role: api-user, Search Type: hybrid, Tag: 'Pokanoket Schizogregarinida', Result Count: 8, Duration: 3.01s
